EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,YearsAtCompany
9049.0,25.0,Yes,Non-Travel,HR,3.0,1,Other,Male,5,Executive,Single,11227.0,0.0,Yes,15
6529.0,34.0,Yes,Travel_Frequently,HR,10.0,3,Marketing,Female,1,Developer,Divorced,17334.0,0.0,Yes,16
28842.0,35.0,No,Travel_Frequently,Development,26.0,2,Technical,Female,4,Executive,Married,25850.0,1.0,Yes,28
5534.0,47.0,Yes,Non-Travel,HR,17.0,2,Marketing,Female,4,Analyst,Married,19781.0,0.0,No,28
280.0,38.0,No,Travel_Frequently,Sales,12.0,4,Technical,Male,3,Research Scientist,Divorced,26784.0,6.0,No,16
5533.0,33.0,No,Non-Travel,HR,24.0,1,Technical,Female,2,Executive,Divorced,23155.0,2.0,Yes,17
15136.0,26.0,No,Non-Travel,Sales,23.0,4,Technical,Male,3,Research Scientist,Married,28883.0,7.0,No,13
13996.0,35.0,No,Travel_Rarely,Sales,1.0,4,Marketing,Female,2,Sales Representative,Divorced,7072.0,5.0,No,18
27661.0,41.0,No,Non-Travel,Sales,9.0,1,Marketing,Female,1,Manager,Married,21796.0,8.0,No,6
8666.0,48.0,No,Travel_Rarely,HR,13.0,4,Marketing,Male,4,Executive,Married,20625.0,7.0,No,3
14787.0,39.0,No,Travel_Rarely,HR,21.0,4,Technical,Male,1,Executive,Single,16656.0,6.0,No,35
13573.0,52.0,Yes,Non-Travel,HR,18.0,2,Marketing,Male,5,Analyst,Single,13097.0,0.0,Yes,12
19362.0,23.0,Yes,Travel_Rarely,Development,16.0,2,Medical,Female,2,Manager,Married,14364.0,3.0,No,28
9249.0,19.0,Yes,Non-Travel,HR,29.0,4,Other,Female,4,Executive,Single,19858.0,9.0,Yes,0
3474.0,54.0,No,Non-Travel,Sales,21.0,1,Life Sciences,Female,2,Sales Representative,Married,19578.0,1.0,No,9
26379.0,44.0,Yes,Non-Travel,Development,23.0,4,Other,Male,5,Research Scientist,Single,2803.0,8.0,Yes,19
10040.0,41.0,Yes,Non-Travel,HR,10.0,3,Other,Male,2,Sales Representative,Divorced,15052.0,1.0,No,33
22136.0,25.0,Yes,Travel_Rarely,Development,10.0,3,Technical,Male,5,Sales Representative,Single,14589.0,3.0,Yes,38
2508.0,31.0,No,Travel_Frequently,HR,29.0,4,Medical,Female,5,Sales Representative,Divorced,23788.0,0.0,No,22
26350.0,29.0,No,Travel_Rarely,HR,29.0,1,Other,Male,2,Research Scientist,Single,12278.0,8.0,Yes,4
15737.0,37.0,Yes,Travel_Rarely,HR,28.0,4,Life Sciences,Female,4,Research Scientist,Single,22641.0,7.0,Yes,18
24855.0,38.0,Yes,Travel_Frequently,Sales,7.0,3,Life Sciences,Male,1,Manager,Divorced,16574.0,0.0,Yes,16
12354.0,40.0,No,Travel_Rarely,Development,2.0,1,Medical,Male,5,Analyst,Married,7973.0,5.0,No,36
21488.0,38.0,Yes,Non-Travel,Development,26.0,4,Other,Female,3,Manager,Divorced,18428.0,6.0,No,29
12302.0,59.0,Yes,Non-Travel,HR,13.0,2,Technical,Male,1,Developer,Divorced,3886.0,1.0,No,8
5041.0,59.0,Yes,Travel_Rarely,Development,13.0,3,Marketing,Male,3,Executive,Single,11519.0,4.0,Yes,10
2282.0,56.0,No,Travel_Rarely,Sales,13.0,4,Technical,Male,4,Executive,Single,23464.0,0.0,No,17
17964.0,35.0,No,Travel_Frequently,Sales,20.0,2,Other,Male,4,Executive,Divorced,15494.0,8.0,Yes,32
13311.0,25.0,Yes,Travel_Frequently,HR,28.0,3,Other,Female,1,Manager,Divorced,9393.0,2.0,Yes,22
4772.0,51.0,Yes,Travel_Rarely,HR,10.0,3,Other,Female,1,Research Scientist,Single,2812.0,8.0,No,32
17037.0,47.0,No,Travel_Rarely,Sales,20.0,3,Life Sciences,Female,4,Developer,Married,17421.0,9.0,No,5
8450.0,57.0,Yes,Travel_Rarely,HR,9.0,2,Medical,Male,3,Research Scientist,Divorced,21813.0,0.0,No,1
19215.0,31.0,Yes,Travel_Frequently,Sales,14.0,3,Technical,Female,1,Analyst,Single,16410.0,9.0,Yes,3
5585.0,56.0,Yes,Travel_Frequently,HR,10.0,2,Medical,Male,5,Research Scientist,Married,5987.0,4.0,Yes,37
5916.0,48.0,No,Travel_Rarely,Development,11.0,1,Technical,Male,2,Executive,Divorced,28347.0,4.0,Yes,6
10000.0,56.0,No,Travel_Rarely,Sales,13.0,3,Life Sciences,Female,1,Developer,Divorced,15289.0,2.0,No,31
11230.0,45.0,No,Travel_Frequently,Sales,17.0,2,Marketing,Male,5,Developer,Divorced,10830.0,7.0,No,27
20918.0,59.0,No,Non-Travel,HR,7.0,3,Marketing,Female,1,Developer,Single,13928.0,4.0,Yes,22
14277.0,24.0,No,Travel_Frequently,HR,8.0,3,Other,Male,5,Research Scientist,Single,21943.0,2.0,No,2
25303.0,24.0,No,Travel_Rarely,HR,5.0,4,Other,Male,1,Sales Representative,Married,28160.0,5.0,Yes,7
27254.0,35.0,No,Non-Travel,HR,24.0,4,Technical,Male,2,Developer,Married,5943.0,4.0,Yes,2
8228.0,39.0,Yes,Travel_Frequently,Sales,2.0,4,Life Sciences,Female,5,Developer,Married,9772.0,8.0,Yes,21
1079.0,46.0,No,Travel_Rarely,Sales,11.0,3,Life Sciences,Female,3,Manager,Divorced,20055.0,3.0,No,34
18633.0,44.0,Yes,Non-Travel,Sales,10.0,4,Marketing,Male,4,Sales Representative,Married,19920.0,4.0,No,16
13682.0,49.0,Yes,Travel_Frequently,Development,16.0,2,Marketing,Female,5,Developer,Divorced,13296.0,5.0,No,33
13012.0,42.0,No,Travel_Rarely,Sales,12.0,4,Life Sciences,Male,5,Research Scientist,Married,19409.0,9.0,No,18
8239.0,51.0,Yes,Non-Travel,Sales,12.0,3,Marketing,Male,3,Analyst,Single,20004.0,9.0,Yes,27
15495.0,43.0,Yes,Travel_Rarely,Sales,2.0,1,Other,Female,1,Research Scientist,Single,17199.0,3.0,Yes,14
9162.0,20.0,No,Travel_Frequently,Sales,15.0,1,Medical,Male,5,Analyst,Married,8306.0,0.0,Yes,0
10338.0,45.0,No,Travel_Rarely,Sales,3.0,4,Life Sciences,Female,1,Manager,Single,10518.0,6.0,No,20
20131.0,25.0,Yes,Travel_Rarely,HR,10.0,4,Other,Male,2,Analyst,Married,29306.0,4.0,No,29
25704.0,20.0,No,Travel_Frequently,Development,29.0,3,Medical,Female,1,Analyst,Married,28828.0,9.0,No,16
12093.0,49.0,No,Travel_Frequently,HR,28.0,4,Marketing,Female,2,Executive,Married,28082.0,2.0,Yes,18
8630.0,51.0,No,Non-Travel,Sales,29.0,3,Medical,Female,1,Sales Representative,Single,22044.0,7.0,Yes,38
8590.0,38.0,Yes,Travel_Rarely,Sales,21.0,4,Other,Female,1,Executive,Divorced,15747.0,3.0,No,23
211.0,23.0,No,Non-Travel,HR,17.0,3,Life Sciences,Female,1,Developer,Single,12835.0,1.0,Yes,24
16637.0,26.0,Yes,Travel_Frequently,Sales,28.0,4,Marketing,Male,2,Executive,Divorced,5617.0,8.0,Yes,19
16722.0,31.0,Yes,Non-Travel,Development,15.0,3,Other,Female,5,Manager,Divorced,5420.0,0.0,Yes,2
9490.0,32.0,Yes,Non-Travel,HR,14.0,1,Life Sciences,Male,1,Research Scientist,Divorced,17782.0,1.0,Yes,26
17553.0,43.0,No,Travel_Rarely,Sales,11.0,1,Marketing,Female,4,Research Scientist,Married,4430.0,3.0,Yes,26
4642.0,34.0,No,Non-Travel,Development,6.0,3,Medical,Female,4,Research Scientist,Married,23078.0,6.0,Yes,21
13397.0,18.0,No,Travel_Rarely,Development,21.0,2,Life Sciences,Male,3,Sales Representative,Single,2208.0,4.0,Yes,33
9277.0,18.0,No,Non-Travel,Development,13.0,4,Technical,Male,2,Sales Representative,Married,29274.0,0.0,Yes,31
6187.0,26.0,Yes,Travel_Frequently,HR,3.0,3,Marketing,Female,5,Developer,Divorced,27547.0,6.0,Yes,24
13695.0,35.0,No,Travel_Rarely,Development,24.0,3,Marketing,Male,3,Executive,Single,14527.0,0.0,No,10
8979.0,28.0,No,Travel_Frequently,Development,17.0,3,Technical,Male,4,Developer,Married,17167.0,7.0,No,19
18767.0,43.0,No,Travel_Rarely,HR,28.0,2,Technical,Male,4,Executive,Married,3430.0,0.0,No,10
21571.0,27.0,Yes,Non-Travel,HR,3.0,1,Other,Male,3,Analyst,Single,5007.0,1.0,Yes,0
7071.0,31.0,No,Travel_Rarely,Development,8.0,4,Other,Male,3,Sales Representative,Single,26018.0,5.0,Yes,25
218.0,43.0,No,Non-Travel,Development,10.0,4,Marketing,Female,4,Research Scientist,Single,26851.0,7.0,Yes,3
16720.0,53.0,Yes,Travel_Rarely,HR,19.0,4,Technical,Male,3,Developer,Divorced,4924.0,7.0,No,2
6015.0,38.0,No,Travel_Frequently,Development,15.0,2,Technical,Male,1,Sales Representative,Single,16592.0,0.0,No,3
8623.0,46.0,Yes,Travel_Frequently,HR,18.0,3,Marketing,Female,4,Sales Representative,Married,15848.0,9.0,No,9
14682.0,22.0,Yes,Travel_Frequently,Sales,23.0,2,Marketing,Male,2,Analyst,Single,15622.0,9.0,No,18
10043.0,34.0,No,Non-Travel,Development,28.0,1,Marketing,Female,2,Manager,Divorced,19999.0,5.0,No,29
2241.0,37.0,Yes,Travel_Rarely,Development,19.0,3,Life Sciences,Male,1,Research Scientist,Divorced,29560.0,2.0,No,5
2542.0,54.0,No,Non-Travel,Development,19.0,2,Life Sciences,Male,4,Developer,Married,22238.0,5.0,No,8
4458.0,32.0,No,Travel_Rarely,Sales,3.0,3,Other,Male,1,Sales Representative,Married,16304.0,8.0,No,18
24708.0,32.0,Yes,Non-Travel,HR,23.0,2,Marketing,Male,5,Analyst,Divorced,19426.0,7.0,Yes,29
14755.0,22.0,No,Non-Travel,Sales,18.0,4,Other,Female,3,Manager,Married,20110.0,7.0,No,2
23650.0,41.0,Yes,Non-Travel,Development,12.0,2,Other,Female,1,Analyst,Married,24595.0,7.0,No,30
15558.0,38.0,Yes,Non-Travel,Sales,20.0,2,Life Sciences,Female,2,Sales Representative,Single,3354.0,1.0,Yes,0
28942.0,22.0,No,Non-Travel,HR,27.0,3,Marketing,Male,3,Analyst,Single,6638.0,0.0,No,21
29289.0,18.0,No,Travel_Frequently,HR,6.0,2,Other,Male,1,Sales Representative,Married,11888.0,8.0,Yes,20
13036.0,27.0,No,Travel_Rarely,Development,26.0,4,Life Sciences,Female,5,Manager,Married,3360.0,7.0,No,20
12861.0,49.0,Yes,Non-Travel,HR,10.0,1,Medical,Male,1,Executive,Divorced,22650.0,6.0,Yes,27
24757.0,22.0,Yes,Travel_Frequently,HR,6.0,2,Marketing,Male,3,Executive,Married,8739.0,9.0,Yes,29
17655.0,36.0,Yes,Non-Travel,HR,25.0,1,Technical,Male,5,Manager,Divorced,6503.0,1.0,Yes,16
29900.0,32.0,Yes,Non-Travel,HR,27.0,4,Life Sciences,Male,2,Analyst,Married,19611.0,8.0,No,36
12940.0,57.0,No,Travel_Frequently,HR,10.0,2,Medical,Male,2,Developer,Married,7249.0,5.0,No,31
6012.0,55.0,Yes,Non-Travel,Sales,16.0,1,Medical,Female,3,Executive,Married,20641.0,4.0,No,38
27289.0,50.0,Yes,Travel_Frequently,HR,5.0,3,Marketing,Male,5,Sales Representative,Married,4587.0,5.0,No,22
28251.0,29.0,No,Travel_Frequently,Sales,5.0,4,Technical,Female,3,Manager,Divorced,14615.0,8.0,No,22
27293.0,21.0,No,Travel_Frequently,HR,19.0,1,Other,Female,2,Executive,Divorced,24047.0,9.0,No,1
2209.0,35.0,No,Non-Travel,Development,1.0,2,Marketing,Male,5,Analyst,Married,27622.0,4.0,Yes,13
24141.0,21.0,Yes,Non-Travel,HR,10.0,2,Life Sciences,Female,1,Developer,Married,6111.0,7.0,No,19
25379.0,46.0,Yes,Travel_Frequently,Development,29.0,3,Medical,Male,1,Executive,Single,9867.0,5.0,No,25
23157.0,34.0,No,Non-Travel,Development,27.0,2,Other,Male,3,Manager,Divorced,12644.0,2.0,No,11
26928.0,18.0,Yes,Travel_Rarely,Sales,28.0,4,Marketing,Male,5,Executive,Single,15840.0,1.0,Yes,4
16084.0,18.0,Yes,Travel_Rarely,Sales,18.0,3,Technical,Male,5,Sales Representative,Single,29730.0,2.0,Yes,39
24410.0,53.0,Yes,Non-Travel,Development,4.0,2,Technical,Female,2,Research Scientist,Divorced,3118.0,9.0,No,31
20330.0,58.0,No,Travel_Rarely,Development,11.0,3,Marketing,Male,3,Executive,Married,19991.0,9.0,No,15
15949.0,45.0,Yes,Travel_Frequently,Sales,8.0,4,Marketing,Male,3,Research Scientist,Divorced,11258.0,6.0,No,0
19327.0,42.0,Yes,Travel_Rarely,Sales,20.0,3,Life Sciences,Male,3,Research Scientist,Single,12763.0,7.0,Yes,5
8841.0,23.0,Yes,Travel_Frequently,Development,14.0,3,Other,Male,3,Research Scientist,Divorced,14061.0,4.0,Yes,38
23126.0,36.0,No,Travel_Frequently,Development,7.0,4,Life Sciences,Male,3,Analyst,Married,9155.0,4.0,No,1
5392.0,44.0,No,Travel_Frequently,Development,12.0,3,Life Sciences,Female,3,Analyst,Married,22476.0,3.0,Yes,21
18577.0,47.0,Yes,Travel_Frequently,HR,9.0,4,Marketing,Male,1,Analyst,Single,23841.0,4.0,No,3
22290.0,27.0,No,Travel_Rarely,Sales,20.0,1,Other,Female,4,Sales Representative,Married,12643.0,7.0,Yes,11
3793.0,59.0,No,Travel_Rarely,HR,4.0,1,Life Sciences,Female,3,Research Scientist,Single,2582.0,1.0,Yes,28
11682.0,48.0,Yes,Non-Travel,Development,1.0,1,Life Sciences,Female,2,Analyst,Married,7396.0,5.0,No,11
14237.0,49.0,Yes,Travel_Frequently,HR,1.0,1,Marketing,Female,4,Executive,Divorced,21293.0,3.0,Yes,16
15988.0,22.0,Yes,Travel_Frequently,Sales,13.0,1,Technical,Male,1,Research Scientist,Divorced,17047.0,4.0,Yes,32
22840.0,44.0,Yes,Travel_Rarely,Sales,24.0,3,Life Sciences,Male,5,Sales Representative,Divorced,14825.0,5.0,No,7
20257.0,56.0,No,Non-Travel,Sales,19.0,4,Life Sciences,Female,5,Developer,Married,10980.0,6.0,No,15
9367.0,52.0,Yes,Non-Travel,Development,11.0,3,Life Sciences,Male,2,Research Scientist,Divorced,9874.0,7.0,Yes,35
